1,30,632.27,757.64,47.22,160.16,1,-1,-1,-1
1,29,1488.12,70.28,48.74,71.68,1,-1,-1,-1
1,28,490.70,40.38,49.03,102.04,1,-1,-1,-1
1,27,1035.60,1.42,49.31,79.11,1,-1,-1,-1
1,26,706.86,1.39,51.58,152.07,1,-1,-1,-1
1,25,1418.70,202.67,50.76,148.60,1,-1,-1,-1
1,24,994.15,0.38,43.54,76.18,1,-1,-1,-1
1,23,216.09,129.49,50.89,158.42,1,-1,-1,-1
1,22,462.75,85.59,52.53,169.90,1,-1,-1,-1
1,21,354.47,103.86,57.53,168.75,1,-1,-1,-1
1,20,410.21,92.96,53.78,164.98,1,-1,-1,-1
1,19,877.78,121.82,49.68,176.66,1,-1,-1,-1
1,18,898.14,128.03,63.47,163.65,1,-1,-1,-1
1,17,286.28,127.15,57.19,164.09,1,-1,-1,-1
1,16,228.15,401.99,62.94,195.71,1,-1,-1,-1
1,15,265.77,366.88,58.97,218.20,1,-1,-1,-1
1,14,504.41,133.98,49.10,171.24,1,-1,-1,-1
1,13,1447.67,250.61,60.97,161.92,1,-1,-1,-1
1,12,794.68,148.09,58.90,171.62,1,-1,-1,-1
1,11,1046.42,133.31,62.61,177.74,1,-1,-1,-1
1,10,1788.72,205.25,57.74,182.61,1,-1,-1,-1
1,9,546.65,146.59,55.40,180.77,1,-1,-1,-1
1,8,0.06,879.50,43.33,198.25,1,-1,-1,-1
1,7,1099.14,979.47,69.71,100.53,1,-1,-1,-1
1,6,1103.61,211.52,55.52,175.97,1,-1,-1,-1
1,5,1636.72,263.26,61.22,179.30,1,-1,-1,-1
1,4,1734.76,458.42,71.18,218.11,1,-1,-1,-1
1,3,1357.36,571.50,87.66,226.84,1,-1,-1,-1
1,2,370.99,410.27,80.85,238.53,1,-1,-1,-1
1,1,103.05,548.87,76.52,246.55,1,-1,-1,-1
2,31,1238.82,0.10,40.08,80.55,1,-1,-1,-1
2,30,632.40,757.57,47.53,160.97,1,-1,-1,-1
2,29,1487.84,70.34,49.07,72.13,1,-1,-1,-1
2,28,490.13,39.97,49.63,103.17,1,-1,-1,-1
2,26,707.35,1.09,51.28,151.42,1,-1,-1,-1
2,25,1419.63,212.80,50.88,140.31,1,-1,-1,-1
2,24,996.88,1.40,40.50,74.94,1,-1,-1,-1
2,23,216.60,129.98,49.96,158.83,1,-1,-1,-1
2,22,462.21,86.06,51.39,170.27,1,-1,-1,-1
2,21,352.55,103.07,59.00,170.11,1,-1,-1,-1
2,20,412.69,94.11,52.26,162.98,1,-1,-1,-1
2,19,877.43,122.71,50.11,174.38,1,-1,-1,-1
2,18,896.66,128.10,66.69,166.64,1,-1,-1,-1
2,17,286.75,126.78,56.91,164.57,1,-1,-1,-1
2,16,226.03,401.07,61.56,196.19,1,-1,-1,-1
2,15,265.13,367.93,57.22,218.39,1,-1,-1,-1
2,14,504.34,134.41,48.24,170.11,1,-1,-1,-1
2,13,1444.28,249.78,60.52,164.26,1,-1,-1,-1
2,12,794.24,147.70,59.15,171.65,1,-1,-1,-1
2,11,1046.21,133.30,63.04,178.49,1,-1,-1,-1
2,10,1790.81,205.35,58.04,182.54,1,-1,-1,-1
2,9,546.55,148.15,54.76,179.06,1,-1,-1,-1
2,8,-0.22,878.18,42.26,198.59,1,-1,-1,-1
2,7,1102.12,978.78,70.84,101.39,1,-1,-1,-1
2,6,1097.06,209.41,58.11,179.34,1,-1,-1,-1
2,5,1634.84,262.53,61.41,181.27,1,-1,-1,-1
2,4,1734.16,457.51,71.16,215.48,1,-1,-1,-1
2,3,1357.39,571.99,87.48,226.11,1,-1,-1,-1
2,2,372.33,410.48,80.12,237.94,1,-1,-1,-1
2,1,103.40,548.86,76.30,246.24,1,-1,-1,-1
3,32,1188.53,5.75,87.00,142.02,1,-1,-1,-1
3,29,1487.68,70.26,49.25,72.35,1,-1,-1,-1
3,26,707.56,0.80,51.17,151.25,1,-1,-1,-1
3,25,1417.51,202.04,50.48,144.15,1,-1,-1,-1
3,24,1002.72,3.27,35.06,70.15,1,-1,-1,-1
3,23,216.49,130.02,49.66,159.22,1,-1,-1,-1
3,22,461.95,83.21,51.30,169.41,1,-1,-1,-1
3,21,352.05,103.08,59.44,170.56,1,-1,-1,-1
3,20,411.95,90.84,52.82,164.82,1,-1,-1,-1
3,19,878.82,125.13,50.63,173.17,1,-1,-1,-1
3,18,912.93,135.95,53.71,151.29,1,-1,-1,-1
3,17,285.04,121.88,57.98,169.19,1,-1,-1,-1
3,16,225.19,400.61,63.53,198.04,1,-1,-1,-1
3,15,263.13,366.33,57.99,221.80,1,-1,-1,-1
3,14,503.41,135.04,48.48,170.07,1,-1,-1,-1
3,13,1441.75,248.56,61.29,168.56,1,-1,-1,-1
3,12,794.79,147.91,58.96,171.53,1,-1,-1,-1
3,11,1047.18,133.16,61.20,173.75,1,-1,-1,-1
3,10,1794.64,206.99,56.39,180.46,1,-1,-1,-1
3,9,546.65,147.90,55.06,179.75,1,-1,-1,-1
3,8,-0.12,877.15,42.19,199.98,1,-1,-1,-1
3,7,1104.98,978.72,70.82,101.38,1,-1,-1,-1
3,6,1086.28,205.83,64.48,184.75,1,-1,-1,-1
3,5,1633.70,263.01,60.93,183.10,1,-1,-1,-1
3,4,1732.89,457.75,71.44,214.93,1,-1,-1,-1
3,3,1357.77,572.42,87.22,225.86,1,-1,-1,-1
3,2,373.02,410.12,80.40,239.03,1,-1,-1,-1
3,1,103.58,549.03,76.07,246.10,1,-1,-1,-1
4,29,1479.87,84.66,61.55,106.38,1,-1,-1,-1
4,26,707.47,0.52,51.00,150.65,1,-1,-1,-1
4,25,1416.73,197.39,50.64,146.67,1,-1,-1,-1
4,24,1005.16,4.17,32.22,68.48,1,-1,-1,-1
4,23,216.05,128.44,49.22,159.88,1,-1,-1,-1
4,22,462.04,80.93,50.68,165.51,1,-1,-1,-1
4,21,351.72,103.40,59.21,169.87,1,-1,-1,-1
4,20,411.01,87.83,54.15,166.16,1,-1,-1,-1
4,19,879.30,126.60,50.66,172.14,1,-1,-1,-1
4,18,917.60,138.51,48.47,146.34,1,-1,-1,-1
4,17,285.31,119.48,58.00,171.10,1,-1,-1,-1
4,16,223.29,396.75,65.20,201.35,1,-1,-1,-1
4,15,260.36,363.80,58.97,224.52,1,-1,-1,-1
4,14,499.94,132.64,51.47,173.74,1,-1,-1,-1
4,13,1440.07,248.74,60.67,169.72,1,-1,-1,-1
4,12,794.90,147.36,59.39,171.42,1,-1,-1,-1
4,11,1046.10,133.86,61.56,175.39,1,-1,-1,-1
4,10,1797.10,207.61,55.57,179.60,1,-1,-1,-1
4,9,545.62,147.01,55.35,180.40,1,-1,-1,-1
4,8,-0.00,875.42,42.53,202.45,1,-1,-1,-1
4,7,1108.22,978.16,71.45,101.97,1,-1,-1,-1
4,6,1076.01,202.30,71.89,190.65,1,-1,-1,-1
4,5,1632.93,261.84,60.41,182.64,1,-1,-1,-1
4,4,1731.12,456.87,72.66,215.63,1,-1,-1,-1
4,3,1356.85,572.00,87.94,226.60,1,-1,-1,-1
4,2,372.98,409.11,81.15,240.00,1,-1,-1,-1
4,1,103.39,549.03,75.70,245.98,1,-1,-1,-1
5,29,1477.16,83.87,64.50,124.09,1,-1,-1,-1
5,26,707.81,1.26,50.43,150.13,1,-1,-1,-1
5,24,1007.51,4.74,29.99,67.63,1,-1,-1,-1
5,23,215.95,128.20,48.48,159.49,1,-1,-1,-1
5,22,461.52,79.41,50.40,163.69,1,-1,-1,-1
5,21,356.01,105.14,55.65,166.18,1,-1,-1,-1
5,20,410.53,86.94,54.62,167.44,1,-1,-1,-1
5,19,881.16,128.05,50.85,171.95,1,-1,-1,-1
5,18,920.70,139.56,45.37,143.89,1,-1,-1,-1
5,17,283.34,106.51,58.31,179.85,1,-1,-1,-1
5,16,221.12,394.18,66.37,203.88,1,-1,-1,-1
5,15,257.36,359.81,58.48,219.02,1,-1,-1,-1
5,14,500.12,134.17,51.55,172.92,1,-1,-1,-1
5,13,1439.63,248.60,59.29,169.56,1,-1,-1,-1
5,12,794.35,148.18,58.96,171.34,1,-1,-1,-1
5,11,1045.48,133.68,61.80,175.17,1,-1,-1,-1
5,10,1798.84,207.92,54.48,178.91,1,-1,-1,-1
5,9,545.29,147.00,55.61,180.54,1,-1,-1,-1
5,8,0.10,874.16,43.04,204.90,1,-1,-1,-1
5,7,1111.48,977.59,71.89,102.51,1,-1,-1,-1
5,6,1071.80,201.71,76.01,192.10,1,-1,-1,-1
5,5,1630.79,260.75,60.41,182.12,1,-1,-1,-1
5,4,1729.39,456.70,72.82,214.56,1,-1,-1,-1
5,3,1356.86,572.07,88.10,226.79,1,-1,-1,-1
5,2,373.89,407.83,81.66,240.13,1,-1,-1,-1
5,1,103.37,548.89,75.51,246.07,1,-1,-1,-1
6,32,1201.69,40.00,70.58,118.46,1,-1,-1,-1
6,28,488.69,40.14,51.47,113.67,1,-1,-1,-1
6,26,707.88,1.07,50.16,149.85,1,-1,-1,-1
6,24,1008.85,4.62,28.94,67.64,1,-1,-1,-1
6,23,215.89,127.69,48.18,160.13,1,-1,-1,-1
6,22,461.92,79.50,49.64,161.55,1,-1,-1,-1
6,21,354.98,104.72,55.50,166.42,1,-1,-1,-1
6,20,410.35,85.68,56.08,169.38,1,-1,-1,-1
6,19,881.54,128.49,51.65,172.65,1,-1,-1,-1
6,18,922.38,140.82,43.41,143.39,1,-1,-1,-1
6,17,283.70,108.07,57.30,179.86,1,-1,-1,-1
6,16,219.51,392.92,67.30,204.87,1,-1,-1,-1
6,15,255.91,359.64,58.53,219.90,1,-1,-1,-1
6,14,500.61,135.30,51.32,171.89,1,-1,-1,-1
6,13,1438.10,247.97,58.66,170.75,1,-1,-1,-1
6,12,794.49,148.05,58.71,170.85,1,-1,-1,-1
6,11,1044.48,133.54,61.44,172.81,1,-1,-1,-1
6,10,1800.76,207.63,54.19,178.94,1,-1,-1,-1
6,9,544.88,147.65,55.87,181.20,1,-1,-1,-1
6,8,0.07,873.11,43.30,206.51,1,-1,-1,-1
6,7,1115.04,976.93,71.53,102.87,1,-1,-1,-1
6,6,1065.00,201.26,82.48,193.91,1,-1,-1,-1
6,5,1629.64,260.84,60.49,182.92,1,-1,-1,-1
6,4,1728.21,457.23,72.85,213.30,1,-1,-1,-1
6,3,1356.59,571.90,88.25,226.82,1,-1,-1,-1
6,2,374.94,406.65,81.83,240.10,1,-1,-1,-1
6,1,103.50,548.50,75.66,246.71,1,-1,-1,-1
7,32,1200.70,40.88,71.10,117.37,1,-1,-1,-1
7,28,489.06,39.56,51.22,114.89,1,-1,-1,-1
7,26,708.40,1.25,49.60,149.01,1,-1,-1,-1
7,24,1009.11,4.45,27.98,67.38,1,-1,-1,-1
7,23,215.83,127.30,48.06,161.00,1,-1,-1,-1
7,22,461.41,78.43,49.29,161.20,1,-1,-1,-1
7,21,355.60,105.06,54.83,167.23,1,-1,-1,-1
7,20,408.36,84.32,58.29,172.07,1,-1,-1,-1
7,19,882.06,128.92,52.34,173.50,1,-1,-1,-1
7,18,923.56,141.30,42.16,143.31,1,-1,-1,-1
7,17,284.83,114.84,55.23,175.24,1,-1,-1,-1
7,16,218.25,391.35,67.76,205.35,1,-1,-1,-1
7,15,255.62,354.79,57.71,211.50,1,-1,-1,-1
7,14,499.63,134.88,52.26,172.35,1,-1,-1,-1
7,13,1437.05,246.32,58.10,171.28,1,-1,-1,-1
7,12,794.32,148.19,58.83,171.21,1,-1,-1,-1
7,11,1043.85,132.56,60.72,165.89,1,-1,-1,-1
7,10,1802.08,207.87,54.04,179.22,1,-1,-1,-1
7,9,544.04,148.61,56.26,182.49,1,-1,-1,-1
7,8,0.24,871.46,43.89,207.71,1,-1,-1,-1
7,7,1118.48,976.76,70.95,102.90,1,-1,-1,-1
7,6,1058.35,200.46,89.64,195.13,1,-1,-1,-1
7,5,1627.98,260.33,60.83,183.46,1,-1,-1,-1
7,4,1727.75,457.32,72.69,212.01,1,-1,-1,-1
7,3,1356.90,571.63,87.97,226.40,1,-1,-1,-1
7,2,375.88,404.84,81.76,240.14,1,-1,-1,-1
7,1,103.59,548.33,75.66,246.73,1,-1,-1,-1
8,32,1204.78,40.87,68.19,112.32,1,-1,-1,-1
8,26,708.22,1.18,49.58,148.83,1,-1,-1,-1
8,24,1009.99,3.99,27.23,67.23,1,-1,-1,-1
8,23,216.24,126.47,47.56,160.76,1,-1,-1,-1
8,22,461.64,77.38,49.57,161.76,1,-1,-1,-1
8,21,355.01,104.22,54.61,167.68,1,-1,-1,-1
8,20,407.91,84.63,58.66,171.55,1,-1,-1,-1
8,19,882.67,129.58,52.33,173.79,1,-1,-1,-1
8,18,922.77,139.98,43.01,145.33,1,-1,-1,-1
8,17,285.41,120.56,53.77,170.54,1,-1,-1,-1
8,16,217.82,387.74,71.35,207.99,1,-1,-1,-1
8,15,255.11,354.26,56.40,202.81,1,-1,-1,-1
8,14,498.63,135.26,53.59,174.20,1,-1,-1,-1
8,13,1437.28,245.00,57.60,169.74,1,-1,-1,-1
8,12,794.02,147.93,59.23,171.67,1,-1,-1,-1
8,11,1042.46,133.37,60.90,161.36,1,-1,-1,-1
8,10,1802.39,208.50,54.52,180.41,1,-1,-1,-1
8,9,543.36,149.85,56.41,183.84,1,-1,-1,-1
8,8,0.89,869.56,45.70,209.89,1,-1,-1,-1
8,7,1122.04,976.60,70.05,102.94,1,-1,-1,-1
8,6,1053.76,200.87,94.34,193.98,1,-1,-1,-1
8,5,1626.46,259.36,61.09,183.60,1,-1,-1,-1
8,4,1727.00,456.84,72.74,211.52,1,-1,-1,-1
8,3,1356.77,571.62,88.08,226.62,1,-1,-1,-1
8,2,376.33,401.46,81.94,241.47,1,-1,-1,-1
8,1,103.68,548.11,75.69,246.76,1,-1,-1,-1
9,32,1206.72,35.50,67.01,114.03,1,-1,-1,-1
9,29,1479.46,74.47,60.51,143.62,1,-1,-1,-1
9,26,708.04,1.21,49.73,148.85,1,-1,-1,-1
9,24,1010.52,3.81,26.65,66.87,1,-1,-1,-1
