0,405.42,652.52,86.63,258.94,0.8902
0,101.57,547.51,75.01,249.07,0.8664
0,1722.67,457.22,72.68,209.71,0.8639
0,0.0,614.72,102.7,229.79,0.8514
0,416.58,233.94,75.89,212.61,0.8468
0,231.17,576.4,64.27,205.34,0.8344
0,864.25,183.14,67.26,183.19,0.8298
0,1006.65,912.45,59.1,166.82,0.8255
0,930.93,124.21,80.43,169.93,0.8148
0,1359.84,576.36,87.32,226.75,0.8048
0,352.78,102.09,55.63,174.29,0.7709
0,751.39,267.79,60.94,194.97,0.7465
0,528.33,291.46,56.67,204.03,0.7455
0,1216.77,158.33,51.42,171.52,0.7246
0,287.26,137.84,55.02,156.1,0.7039
0,707.73,0.59,50.97,151.1,0.7017
0,793.31,150.39,55.98,150.57,0.7004
0,1108.2,150.78,54.22,157.38,0.7
0,543.23,167.6,65.84,150.45,0.6298
0,800.32,288.99,58.67,173.59,0.6058
0,1253.21,157.6,54.09,163.16,0.5988
0,250.22,88.71,46.09,190.32,0.5919
0,607.92,301.45,52.68,162.33,0.5907
0,427.06,42.99,41.04,157.52,0.5759
0,629.18,757.88,51.66,161.15,0.5672
0,1527.28,2.58,30.93,87.66,0.5588
0,1484.14,71.64,53.92,144.17,0.5361
0,505.62,226.9,59.55,160.43,0.4507
0,1217.01,30.96,64.41,115.47,0.4243
0,210.72,134.89,49.45,140.42,0.3929
