0,207.76,748.9,90.78,269.7,0.8809
0,468.72,146.53,64.54,181.56,0.8734
0,1737.61,194.35,62.45,170.09,0.8731
0,279.45,781.61,90.5,251.68,0.873
0,1033.26,934.8,74.79,145.2,0.8459
0,824.78,610.75,70.88,250.78,0.8446
0,1838.07,188.25,77.91,189.27,0.8393
0,1730.69,455.71,65.49,210.84,0.8248
0,925.39,687.17,91.21,243.85,0.8054
0,1618.01,20.43,58.72,170.0,0.8041
0,999.1,0.47,52.91,127.27,0.8021
0,1678.46,29.48,57.14,160.74,0.7994
0,397.52,175.42,67.14,175.46,0.7889
0,932.28,0.8,52.42,118.6,0.7677
0,1028.11,706.47,70.18,227.17,0.7595
0,1495.18,0.22,54.68,128.74,0.7533
0,1523.64,604.41,109.26,231.07,0.7526
0,883.43,0.7,45.64,123.52,0.7265
0,1671.7,604.87,80.31,213.75,0.7242
0,285.06,125.78,53.08,164.76,0.716
0,1734.82,331.5,71.4,182.77,0.7024
0,797.22,143.75,51.26,173.4,0.6816
0,1618.98,307.06,59.83,184.15,0.6304
0,360.84,99.28,64.01,181.62,0.6203
0,324.18,170.5,49.57,166.01,0.6182
0,146.44,330.42,63.95,189.71,0.6106
0,451.45,5.75,60.11,177.1,0.5822
0,510.68,90.67,58.52,171.6,0.5185
0,399.39,17.9,49.6,156.17,0.4761
0,1219.05,28.18,60.69,114.67,0.3555
0,225.22,114.56,57.55,174.63,0.3371
0,756.12,103.01,49.58,202.61,0.3369
