0,455.38,564.75,104.82,246.41,0.9044
0,1112.58,715.09,77.56,254.79,0.8926
0,847.23,950.99,83.59,128.73,0.8858
0,1715.36,453.73,87.77,209.9,0.8608
0,1189.0,695.21,82.4,247.02,0.8426
0,300.7,446.37,69.68,224.57,0.8385
0,1595.65,95.72,57.72,171.35,0.8098
0,1576.97,589.1,98.44,234.72,0.7926
0,880.38,1.19,66.58,71.81,0.7727
0,464.05,189.06,61.04,182.29,0.7224
0,334.08,201.06,51.46,167.71,0.7211
0,782.1,132.61,55.67,174.06,0.707
0,402.59,197.78,55.52,166.82,0.6956
0,1491.16,10.73,57.75,117.21,0.6831
0,261.9,183.09,58.0,193.38,0.6606
0,392.64,57.5,53.58,157.36,0.4478
0,286.52,124.37,58.41,168.99,0.4107
0,437.93,49.59,64.98,168.66,0.3626
0,746.16,80.73,50.74,102.83,0.3606
0,252.86,88.51,54.77,90.89,0.3391
0,225.99,131.92,59.43,155.01,0.3077
