0,755.04,594.63,80.81,241.65,0.8757
0,242.46,892.85,84.84,185.81,0.852
0,1725.99,458.8,70.7,207.21,0.8437
0,1668.91,273.01,73.83,191.21,0.8374
0,1658.0,0.0,55.45,144.48,0.8314
0,196.47,292.65,62.12,187.4,0.8063
0,375.57,224.39,68.33,189.42,0.8007
0,872.87,1.32,47.49,107.62,0.7977
0,1093.01,803.04,89.57,233.99,0.7974
0,1810.2,239.34,62.29,170.53,0.7853
0,1487.51,4.04,55.13,139.29,0.7846
0,984.41,0.38,49.7,93.67,0.7492
0,460.25,89.69,61.48,176.29,0.7469
0,933.36,0.99,42.56,90.36,0.7361
0,1609.57,582.75,63.19,243.77,0.735
0,753.78,81.34,49.63,143.45,0.7088
0,1580.24,0.69,58.77,137.91,0.6642
0,134.74,266.36,59.3,205.39,0.6619
0,1013.23,786.45,111.11,197.12,0.5541
0,792.73,154.09,62.45,163.87,0.5278
0,212.6,109.69,62.61,178.44,0.4738
0,801.13,79.0,59.23,163.94,0.4622
0,358.2,89.83,61.29,165.17,0.4522
0,282.55,126.33,53.77,166.35,0.4357
0,1013.9,936.61,82.67,142.17,0.4325
0,1218.02,29.09,62.33,112.83,0.3616
0,540.47,100.79,59.89,182.36,0.348
0,244.22,839.92,85.33,121.58,0.3439
0,613.44,69.58,40.11,80.74,0.3064
