0,395.58,713.04,98.39,259.31,0.9101
0,179.97,615.7,60.61,211.96,0.8637
0,102.35,547.2,74.84,248.9,0.8615
0,1723.78,456.98,72.12,208.56,0.8608
0,415.29,256.35,79.14,214.51,0.8568
0,1359.25,573.71,90.33,228.47,0.8288
0,1052.23,916.08,59.96,163.92,0.8153
0,865.58,204.73,61.51,190.23,0.8127
0,1033.44,131.95,55.69,168.02,0.7838
0,590.34,265.12,50.56,181.41,0.7694
0,534.58,266.93,51.16,207.18,0.7432
0,1168.77,162.14,54.69,159.01,0.7049
0,794.64,150.03,53.84,133.43,0.6853
0,1286.52,173.85,87.85,147.92,0.6609
0,285.74,123.14,55.25,169.46,0.6328
0,349.4,89.32,61.8,186.41,0.6212
0,486.57,198.51,56.85,164.81,0.6056
0,748.55,251.47,72.49,178.99,0.5931
0,705.78,1.23,52.5,150.18,0.5569
0,793.72,261.8,76.65,175.62,0.503
0,1216.96,28.94,64.2,115.85,0.4864
0,1487.83,69.06,50.36,103.37,0.4255
0,628.68,757.79,50.41,161.55,0.4067
0,255.31,91.84,46.38,154.49,0.3977
0,379.17,0.96,46.97,119.31,0.3856
0,681.17,284.03,53.93,125.51,0.3845
0,1517.5,2.45,34.28,66.17,0.3317
0,458.81,7.59,46.45,188.74,0.3287
0,629.21,758.12,106.01,172.0,0.319
