0,1139.63,574.67,78.13,239.27,0.8742
0,1700.06,200.02,64.05,172.92,0.8732
0,939.3,246.67,62.02,196.21,0.8667
0,1719.66,455.75,79.91,211.74,0.8595
0,374.07,945.09,88.92,134.14,0.8503
0,849.96,257.49,56.72,193.49,0.8417
0,374.17,501.66,61.81,228.73,0.8386
0,480.5,304.04,77.58,191.76,0.8085
0,896.39,943.56,60.76,136.31,0.8013
0,1582.01,596.56,96.77,231.29,0.7763
0,575.49,542.44,70.2,248.23,0.7738
0,1848.95,242.12,63.17,188.57,0.7713
0,302.87,519.68,66.21,210.8,0.7679
0,797.6,141.47,65.0,168.68,0.7509
0,369.67,316.82,65.77,187.54,0.734
0,1472.87,207.97,61.14,142.34,0.7135
0,294.35,318.35,66.41,190.55,0.7068
0,235.37,140.17,52.74,160.0,0.6806
0,1670.27,671.15,99.44,246.74,0.6553
0,286.52,122.53,52.96,171.95,0.608
0,435.49,180.72,69.73,154.79,0.5794
0,490.17,168.88,54.79,150.03,0.5544
0,385.61,7.45,60.15,158.65,0.4324
0,879.61,1.89,32.24,76.53,0.3823
0,738.64,40.35,37.83,148.15,0.3056
