0,354.24,532.19,118.96,242.27,0.9064
0,1074.96,0.99,77.2,98.07,0.8896
0,1272.87,864.98,93.31,213.52,0.879
0,1620.81,155.97,65.6,171.78,0.8771
0,310.09,359.84,70.7,205.47,0.87
0,835.66,922.92,72.95,156.66,0.8534
0,1714.31,455.34,89.52,211.22,0.8413
0,1367.36,845.82,91.33,230.96,0.8373
0,815.69,143.67,45.21,170.31,0.8013
0,1481.3,5.01,57.08,138.74,0.788
0,484.54,128.61,55.7,177.11,0.7435
0,240.52,208.01,58.89,196.87,0.7389
0,1572.26,592.97,102.02,233.93,0.719
0,416.27,143.72,56.69,156.51,0.6843
0,1102.03,1049.51,37.69,30.4,0.6038
0,350.27,100.11,64.94,182.09,0.5646
0,751.15,78.62,50.69,141.16,0.4845
0,289.89,221.11,58.31,109.67,0.4603
0,287.86,127.99,58.52,121.75,0.3719
0,402.9,4.51,63.24,145.6,0.3514
0,562.55,135.0,49.96,150.93,0.3314
