0,570.9,391.99,63.82,202.05,0.8903
0,376.01,486.7,92.85,237.51,0.8783
0,937.63,916.96,80.95,161.7,0.8641
0,1721.83,457.76,73.77,209.65,0.8598
0,1627.07,17.29,60.76,144.31,0.8536
0,1475.29,48.55,51.81,141.9,0.844
0,487.91,379.41,66.84,219.53,0.8234
0,160.67,563.66,81.19,250.16,0.8219
0,1129.87,101.31,55.4,158.27,0.8194
0,1059.89,109.06,55.26,174.94,0.8122
0,938.32,98.59,67.97,173.83,0.8074
0,243.48,765.02,87.5,266.06,0.8063
0,455.92,160.55,69.93,200.03,0.7923
0,230.56,686.17,74.35,136.68,0.7916
0,288.39,127.2,58.01,168.34,0.7852
0,1410.0,566.25,80.04,236.55,0.7751
0,801.15,356.41,74.09,199.44,0.7474
0,226.54,448.04,58.81,190.66,0.7454
0,871.38,368.75,61.44,187.93,0.6746
0,792.25,152.49,59.16,166.48,0.6327
0,512.33,119.56,61.33,168.58,0.6031
0,761.74,101.23,39.86,167.93,0.5878
0,693.43,320.43,46.32,169.77,0.5279
0,706.28,0.46,52.41,151.87,0.5158
0,376.44,3.34,52.35,162.3,0.4915
0,243.08,94.77,53.26,183.15,0.4286
0,1500.34,1.11,26.88,36.64,0.3552
0,878.65,109.98,54.2,93.53,0.332
0,347.63,98.78,55.94,181.14,0.3306
0,105.38,411.65,49.39,122.07,0.3303
0,629.72,759.06,118.43,162.72,0.3101
